0,1,2,3,4,5
长处,чанг чу,чанг чу,чарнг чух,чан чу,чанг чу
长期,чанг ки,чанг чи,чарнг чи,чан ци,чанг чи
场合,чанг хе,чанг хо,чаанг хер,чан хэ,чанг хе
场所,чанг суо,чанг со,чаанг суоо,чан со,чанг суо
超级,чао йи,чао чи,чау йыи,чао цзи,чао йи
朝,жао,чао,чаур,чжао,чао
吵,чао,чао,чао,чао,чао
吵架,чао йиа,чао чиа,чао йиах,чао цзя,чао йиа
衬衫,чен шан,чен шан,ченн шан,чэнь шань,чен шан
衬衣,чен ыи,чен и,ченн и,чэнь и,чен и
称为,ченг уоеи,ченг уоеи,ченг уоеи,чэн вэй,ченг уоеи
成功,ченг гонг,ченг кунг,чернг гонг,чэн гун,ченг гонг
成果,ченг гуо,ченг куо,чернг гуоо,чэн го,ченг гуо
成就,ченг йиу,ченг чиу,чернг йиоуо,чэн цзю,ченг йиу
成立,ченг ли,ченг ли,чернг лих,чэн ли,ченг ли
成熟,ченг шу,ченг шу,чернг шуоу,чэн шу,ченг шу
成员,ченг ыуан,ченг ыуан,чернг ыуан,чэн юань,ченг ыуан
成长,ченг чанг,ченг чанг,чернг яанг,чэн чан,ченг чанг
城,ченг,ченг,чернг,чэн,ченг
城市,ченг ши,ченг ших,чернг шых,чэн ши,ченг ши
程度,ченг ду,ченг ту,чернг дух,чэн ду,ченг ду
持续,чи xу,чих хсу,чыр шиух,чи сюй,чи xуу
充满,чонг ман,чунг ман,чонг маан,чун мань,чонг ман
初,чу,чу,чу,чу,чу
初,чу,чу,чу,чу,чу
初步,чу бу,чу пу,чу бух,чу бу,чу бу
初级,чу йи,чу чи,чу йыи,чу цзи,чу йи
初中,чу жонг,чу чунг,чу йонг,чу чжун,чу чонг
除了,чу ле,чу ле,чуоу ле,чу лэ,чу ле
处理,чу ли,чу ли,чуу лии,чу ли,чу ли
传,чуан,чуан,чуоан,чуань,чуан
传播,чуан бо,чуан по,чуоан бо,чуань бо,чуан бо
传来,чуан лаи,чуан лаи,чуоан лаи,чуань лай,чуан лаи
传说,чуан шуо,чуан шуо,чуоан шуо,чуань шо,чуан шуо
创新,чуанг xин,чуанг хсин,чуанк шин,чуан синь,чуанг xин
创业,чуанг ые,чуанг ыех,чуанк ыех,чуан е,чуанг ые
创造,чуанг зао,чуанг цао,чуанк тзауо,чуан цзао,чуанг цао
创作,чуанг зуо,чуанг цо,чуанк тзуох,чуан цзо,чуанг цзо
从来,цонг лаи,цунг лаи,цорнг лаи,цун лай,цонг лаи
从前,цонг киан,цунг чиен,цорнг чыан,цун цянь,цонг чиан
从事,цонг ши,цунг ших,цорнг шых,цун ши,цонг ши
村,цун,цун,цуен,цунь,цун
存,цун,цун,цуоен,цунь,цун
存在,цун заи,цун цаи,цуоен тзаы,цунь цзай,цун цаи
错误,цуо уоу,цо уоу,цуох уоух,цо у,цуо уоу
达到,да дао,та тао,дар дауо,да дао,да дао
打破,да по,та по,даа пох,да по,да по
打听,да тинг,та тинг,даа тинг,да тин,да тинг
大概,да гаи,та каи,дах гаы,да гай,да гаи
大使馆,да ши гуан,та ших куан,дах шыы гоан,да ши гуань,да ши гуан
大约,да ыуе,та ыуех,дах иуе,да юэ,да ыуе
代,даи,таи,даы,дай,даи
代表,даи биао,таи пиао,даы беау,дай бяо,даи биао
代表团,даи биао туан,таи пиао туан,даы беау туоан,дай бяо туань,даи биао туан
带动,даи донг,таи тунг,даы донк,дай дун,даи донг
带领,даи линг,таи линг,даы лиинг,дай лин,даи линг
单元,дан ыуан,тан ыуан,дан ыуан,дань юань,дан ыуан
当初,данг чу,танг чу,данг чу,дан чу,данг чу
当地,данг ди,танг ти,данг дих,дан ди,данг ди
当然,данг ран,танг ян,данг ран,дан жань,данг ран
当中,данг жонг,танг чунг,данг йонг,дан чжун,данг чонг
刀,дао,тао,дау,дао,дао
导演,дао ыан,тао ыан,дао ыеан,дао янь,дао ыан
到达,дао да,тао та,дауо дар,дао да,дао да
到底,дао ди,тао ти,дауо дии,дао ди,дао ди
得分,де фен,те фен,дер фен,дэ фэнь,де фен
等待,денг даи,тенг таи,деенг даы,дэн дай,денг даи
地区,ди ку,ти чу,дих чиу,ди цюй,ди чу
电视剧,диан ши ю,тиен ших чу,дианн шых йиух,дянь ши цзюй,диан ши ю
电视台,диан ши таи,тиен ших таи,дианн шых таир,дянь ши тай,диан ши таи
电台,диан таи,тиен таи,дианн таир,дянь тай,диан таи
电子邮件,диан зи ыоу йиан,тиен тзу ыу чиен,дианн тзыы ыоу йианн,дянь цзы ю цзянь,диан тзы ыо йиан
调,диао,тиао,диауо,дяо,диао
调查,диао ча,тиао ча,диауо чар,дяо ча,диао ча
订,динг,тинг,динк,дин,динг
定期,динг ки,тинг чи,динк чи,дин ци,динг чи
东部,донг бу,тунг пу,донг бух,дун бу,донг бу
动力,донг ли,тунг ли,донк лих,дун ли,донг ли
动人,донг рен,тунг йен,донк рен,дун жэнь,донг рен
读者,ду же,ту че,дуоу йее,ду чжэ,ду че
短处,дуан чу,туан чу,доан чух,дуань чу,дуан чу
短裤,дуан ку,туан ку,доан кух,дуань ку,дуан ку
短期,дуан ки,туан чи,доан чи,дуань ци,дуан чи
断,дуан,туан,дуанн,дуань,дуан
队员,дуи ыуан,туи ыуан,дуеы ыуан,дуй юань,дуи ыуан
对待,дуи даи,туи таи,дуеы даы,дуй дай,дуи даи
对方,дуи фанг,туи фанг,дуеы фанг,дуй фан,дуи фанг
对手,дуи шоу,туи шоу,дуеы шооу,дуй шоу,дуи шоу
对象,дуи xианг,туи хсианг,дуеы шианк,дуй сян,дуи xианг
顿,дун,тун,дуенн,дунь,дун
发表,фа биао,фа пиао,фа беау,фа бяо,фа биао
发出,фа чу,фа чу,фа чу,фа чу,фа чу
发达,фа да,фа та,фа дар,фа да,фа да
发动,фа донг,фа тунг,фа донк,фа дун,фа донг
发明,фа минг,фа минг,фа минг,фа мин,фа минг
发生,фа шенг,фа шенг,фа шенг,фа шэн,фа шенг
发送,фа сонг,фа сунг,фа сонк,фа сун,фа сонг
发言,фа ыан,фа ыан,фа ыан,фа янь,фа ыан
发展,фа жан,фа чан,фа яан,фа чжань,фа чан
反对,фан дуи,фан туи,фаан дуеы,фань дуй,фан дуи
反复,фан фу,фан фу,фаан фух,фань фу,фан фу
反应,фан ыинг,фан ыинг,фаан ыинк,фань ин,фан ыинг
反正,фан женг,фан ченг,фаан йенк,фань чжэн,фан ченг
范围,фан уоеи,фан уоеи,фанн уоеи,фань вэй,фан уоеи
方式,фанг ши,фанг ших,фанг шых,фан ши,фанг ши
防,фанг,фанг,фарнг,фан,фанг
防止,фанг жи,фанг чих,фарнг йыы,фан чжи,фанг чи
房东,фанг донг,фанг тунг,фарнг донг,фан дун,фанг донг
房屋,фанг уоу,фанг уоу,фарнг у,фан у,фанг уо
房租,фанг зу,фанг цу,фарнг тзу,фан цзу,фанг цу
访问,фанг уоен,фанг уоен,фаанг уоенн,фан вэнь,фанг уоен
放到,фанг дао,фанг тао,фанк дауо,фан дао,фанг дао
飞行,феи xинг,феи хсинг,феи шынг,фэй син,феи xинг
费,феи,феи,феы,фэй,феи
费用,феи ыонг,феи ыунг,феы ыонк,фэй юн,феи ыонг
分别,фен бие,фен пиех,фен бые,фэнь бе,фен бие
分配,фен пеи,фен пеи,фен пеы,фэнь пэй,фен пеи
分组,фен зу,фен цу,фен тзуу,фэнь цзу,фен цу
丰富,фенг фу,фенг фу,фенг фух,фэн фу,фенг фу
风险,фенг xиан,фенг хсиен,фенг шеан,фэн сянь,фенг xиан
否定,фоу динг,фоу тинг,фооу динк,фоу дин,фоу динг
否认,фоу рен,фоу йен,фооу ренн,фоу жэнь,фоу рен
服装,фу жуанг,фу чуанг,фуоу юанг,фу чжуан,фу чуанг
福,фу,фу,фуоу,фу,фу
父母,фу му,фу му,фух муу,фу му,фу му
父亲,фу кин,фу чин,фух чин,фу цинь,фу чин
付,фу,фу,фух,фу,фу
负责,фу зе,фу це,фух тзер,фу цзэ,фу це
复印,фу ыин,фу ыин,фух ыинн,фу инь,фу ыин
复杂,фу за,фу ца,фух тзар,фу цза,фу ца
富,фу,фу,фух,фу,фу
改进,гаи йин,каи чин,гае йинн,гай цзинь,гаи йин
改造,гаи зао,каи цао,гае тзауо,гай цзао,гаи цао
概念,гаи ниан,каи ниен,гаы нианн,гай нянь,гаи ниан
赶,ган,кан,гаан,гань,ган
赶到,ган дао,кан тао,гаан дауо,гань дао,ган дао
赶紧,ган йин,кан чин,гаан йиин,гань цзинь,ган йин
赶快,ган куаи,кан куаи,гаан куаы,гань куай,ган куаи
敢,ган,кан,гаан,гань,ган
感冒,ган мао,кан мао,гаан мауо,гань мао,ган мао
感情,ган кинг,кан чинг,гаан чынг,гань цин,ган чинг
感受,ган шоу,кан шоу,гаан шоуо,гань шоу,ган шоу
干吗,ган ма,кан ма,ганн ма,гань ма,ган ма
高速,гао су,као су,гау сух,гао су,гао су
高速公路,гао су гонг лу,као су кунг лу,гау сух гонг лух,гао су гун лу,гао су гонг лу
告别,гао бие,као пиех,гауо бые,гао бе,гао бие
歌迷,ге ми,ко ми,ге ми,гэ ми,ге ми
歌声,ге шенг,ко шенг,ге шенг,гэ шэн,ге шенг
歌手,ге шоу,ко шоу,ге шооу,гэ шоу,ге шоу
个人,ге рен,ко йен,гех рен,гэ жэнь,ге рен
个性,ге xинг,ко хсинг,гех шинк,гэ син,ге xинг
各,ге,ко,гех,гэ,ге
各地,ге ди,ко ти,гех дих,гэ ди,ге ди
各位,ге уоеи,ко уоеи,гех уоеы,гэ вэй,ге уоеи
各种,ге жонг,ко чунг,гех йоонг,гэ чжун,ге чонг
各自,ге зи,ко тзу,гех тзых,гэ цзы,ге тзы
根本,ген бен,кен пен,ген беен,гэнь бэнь,ген бен
更加,генг йиа,кенг чиа,генк йиа,гэн цзя,генг йиа
工厂,гонг чанг,кунг чанг,гонг чаанг,гун чан,гонг чанг
工程师,гонг ченг ши,кунг ченг ших,гонг чернг шы,гун чэн ши,гонг ченг ши
工夫,гонг фу,кунг фу,гонг фу,гун фу,гонг фу
工具,гонг ю,кунг чу,гонг йиух,гун цзюй,гонг ю
工业,гонг ые,кунг ыех,гонг ыех,гун е,гонг ые
工资,гонг зи,кунг тзу,гонг тзы,гун цзы,гонг тзы
