Chinese,Pinyin,Wade-Giles,Romatzyh,Palladiy
难度,nan du,nan² tu⁴,nan duh,ду
内,nei,nei⁴,ney,нэй
内容,nei rong,nei⁴ jung²,ney rong,нэй жун
内心,nei xin,nei⁴ hsin¹,ney shin,нэй синь
能不能,neng bu neng,neng² bùnéng,neng bùnéng,нэн бу нэн
能力,neng li,neng² li⁴,neng lih,нэн ли
年初,nian chu,nien² ch'u¹,nian chu,нянь чу
年代,nian dai,nien² tai⁴,nian day,нянь дай
年底,nian di,nien² ti³,nian dii,нянь ди
年纪,nian ji,nien² chi⁴,nian jih,нянь цзи
念,nian,nien⁴,niann,нянь
牛,niu,niu²,niou,ню
农村,nong cun,nung² ts'un¹,nong tsuen,нун цунь
农民,nong min,nung² min²,nong min,нун минь
农业,nong ye,nung² yeh⁴,nong yeh,нун е
暖和,nuan he,nuan³ huo,noan huo,нуань хэ
怕,pa,p'a⁴,pah,па
拍,pai,p'ai¹,pai,пай
排,pai,p'ai²,pair,пай
排名,pai ming,p'ai² ming²,pair ming,пай мин
牌子,pai zi,p'ai² zi,pair zi,пай цзы
派,pai,p'ai⁴,pay,пай
判断,pan duan,p'an⁴ tuan⁴,pann duann,пань дуань
跑步,pao bu,p'ao³ pu⁴,pao buh,пао бу
配,pei,p'ei⁴,pey,пэй
配合,pei he,p'ei⁴ ho²,pey her,пэй хэ
批评,pi ping,p'i¹ p'ing²,pi pyng,пи пин
批准,pi zhun,p'i¹ chun³,pi joen,пи чжунь
皮,pi,p'i²,pyi,пи
皮包,pi bao,p'i² pao¹,pyi bau,пи бао
啤酒,pi jiu,p'i² chiu³,pyi jeou,пи цзю
票价,piao jia,p'iao⁴ chia⁴,piaw jiah,пяо цзя
评价,ping jia,p'ing² chia⁴,pyng jiah,пин цзя
苹果,ping guo,p'ing² kuo³,pyng guoo,пин го
破,po,p'o⁴,poh,по
破坏,po huai,p'o⁴ huai⁴,poh huay,по хуай
普遍,pu bian,p'u³ pien⁴,puu biann,пу бянь
普及,pu ji,p'u³ chi²,puu jyi,пу цзи
期,qi,ch'i¹,chi,ци
齐,qi,ch'i²,chyi,ци
其次,qi ci,ch'i² tz'u⁴,chyi tsyh,ци цы
其实,qi shi,ch'i² shih²,chyi shyr,ци ши
奇怪,qi guai,ch'i² kuai⁴,chyi guay,ци гуай
气候,qi hou,ch'i⁴ hou⁴,chih how,ци хоу
千万,qian wan,ch'ien¹ wan⁴,chian wann,цянь вань
前后,qian hou,ch'ien² hou⁴,chyan how,цянь хоу
前进,qian jin,ch'ien² chin⁴,chyan jinn,цянь цзинь
前面,qian mian,ch'ien² mien⁴,chyan miann,цянь мянь
前往,qian wang,ch'ien² wang³,chyan woang,цянь ван
强,qiang,ch'iang²,chyang,цян
强大,qiang da,ch'iang² ta⁴,chyang dah,цян да
强调,qiang diao,ch'iang² tiao⁴,chyang diaw,цян дяо
强烈,qiang lie,ch'iang² lieh⁴,chyang lieh,цян ле
桥,qiao,ch'iao²,chyau,цяо
巧,qiao,ch'iao³,cheau,цяо
亲,qin,ch'in¹,chin,цинь
亲切,qin qie,ch'in¹ ch'ieh⁴,chin chieh,цинь це
亲人,qin ren,ch'in¹ jen²,chin ren,цинь жэнь
亲自,qin zi,ch'in¹ tzu⁴,chin tzyh,цинь цзы
情感,qing gan,ch'ing² kan³,chyng gaan,цин гань
情况,qing kuang,ch'ing² k'uang⁴,chyng kuanq,цин куан
请教,qing jiao,ch'ing³ chiao⁴,chiing jiaw,цин цзяо
庆祝,qing zhu,ch'ing⁴ chu⁴,chinq juh,цин чжу
球迷,qiu mi,ch'iu² mi²,chyou mi,цю ми
区,qu,ch'ü¹,chiu,цюй
区别,qu bie,ch'ü¹ pieh²,chiu bye,цюй бе
取消,qu xiao,ch'ü³ hsiao¹,cheu shiau,цюй сяо
去世,qu shi,ch'ü⁴ shih⁴,chiuh shyh,цюй ши
全场,quan chang,ch'üan² ch'ang³,chyuan chaang,цюань чан
全面,quan mian,ch'üan² mien⁴,chyuan miann,цюань мянь
全球,quan qiu,ch'üan² ch'iu²,chyuan chyou,цюань цю
缺,que,ch'üeh¹,chiue,цюэ
缺点,que dian,ch'üeh¹ tien³,chiue dean,цюэ дянь
缺少,que shao,ch'üeh¹ shao³,chiue shao,цюэ шао
确保,que bao,ch'üeh⁴ pao³,chiueh bao,цюэ бао
确定,que ding,ch'üeh⁴ ting⁴,chiueh dinq,цюэ дин
确实,que shi,ch'üeh⁴ shih²,chiueh shyr,цюэ ши
裙子,qun zi,ch'ün² zi,chyun zi,цюнь цзы
群,qun,ch'ün²,chyun,цюнь
热爱,re ai,je⁴ ai⁴,reh ay,жэ ай
热烈,re lie,je⁴ lieh⁴,reh lieh,жэ ле
人才,ren cai,jen² ts'ai²,ren tsair,жэнь цай
人工,ren gong,jen² kung¹,ren gong,жэнь гун
人类,ren lei,jen² lei⁴,ren ley,жэнь лэй
人民,ren min,jen² min²,ren min,жэнь минь
人民币,ren min bi,jen² min² pi⁴,ren min bih,жэнь минь би
人群,ren qun,jen² ch'ün²,ren chyun,жэнь цюнь
人生,ren sheng,jen² sheng¹,ren sheng,жэнь шэн
人员,ren yuan,jen² yüan²,ren yuan,жэнь юань
认出,ren chu,jen⁴ ch'u¹,renn chu,жэнь чу
认可,ren ke,jen⁴ k'o³,renn kee,жэнь кэ
任,ren,jen⁴,renn,жэнь
任,ren,jen⁴,renn,жэнь
任何,ren he,jen⁴ ho²,renn her,жэнь хэ
任务,ren wu,jen⁴ wu,renn wu,жэнь у
仍,reng,jeng²,reng,жэн
仍然,reng ran,jeng² jan²,reng ran,жэн жань
日常,ri chang,jih⁴ ch'ang²,ryh charng,жи чан
容易,rong yi,jung² i⁴,rong yih,жун и
如何,ru he,ju² ho²,ru her,жу хэ
散步,san bu,san⁴ pu⁴,sann buh,сань бу
沙发,sha fa,sha¹ fa¹,sha fa,ша фа
沙子,sha zi,sha¹ zi,sha zi,ша цзы
伤,shang,shang¹,shang,шан
伤心,shang xin,shang¹ hsin¹,shang shin,шан синь
商品,shang pin,shang¹ p'in³,shang piin,шан пинь
商业,shang ye,shang¹ yeh⁴,shang yeh,шан е
上来,shang lai,shang⁴ lai²,shanq lai,шан лай
上面,shang mian,shang⁴ mien⁴,shanq miann,шан мянь
上去,shang qu,shang⁴ ch'ü⁴,shanq chiuh,шан цюй
上升,shang sheng,shang⁴ sheng¹,shanq sheng,шан шэн
上衣,shang yi,shang⁴ i¹,shanq i,шан и
设备,she bei,she⁴ pei⁴,sheh bey,шэ бэй
设计,she ji,she⁴ chi⁴,sheh jih,шэ цзи
设立,she li,she⁴ li⁴,sheh lih,шэ ли
社会,she hui,she⁴ hui⁴,sheh huey,шэ хуэй
身份证,shen fen zheng,shen¹ fen⁴ cheng⁴,shen fenn jenq,шэнь фэнь чжэн
深,shen,shen¹,shen,шэнь
深刻,shen ke,shen¹ k'o⁴,shen keh,шэнь кэ
深入,shen ru,shen¹ ju⁴,shen ruh,шэнь жу
升,sheng,sheng¹,sheng,шэн
生,sheng,sheng¹,sheng,шэн
生产,sheng chan,sheng¹ ch'an³,sheng chaan,шэн чань
生存,sheng cun,sheng¹ ts'un²,sheng tswen,шэн цунь
生动,sheng dong,sheng¹ tung⁴,sheng donq,шэн дун
生命,sheng ming,sheng¹ ming⁴,sheng minq,шэн мин
生长,sheng chang,sheng¹ chang³,sheng jaang,шэн чан
声明,sheng ming,sheng¹ ming²,sheng ming,шэн мин
胜,sheng,sheng⁴,shenq,шэн
胜利,sheng li,sheng⁴ li⁴,shenq lih,шэн ли
失去,shi qu,shih¹ ch'ü⁴,shy chiuh,ши цюй
石头,shi tou,shih² tou,shyr tou,ши тоу
石油,shi you,shih² yu²,shyr you,ши ю
时,shi,shih²,shyr,ши
时代,shi dai,shih² tai⁴,shyr day,ши дай
时刻,shi ke,shih² k'o⁴,shyr keh,ши кэ
实际上,shi ji shang,shih² chi⁴ shang⁴,shyr jih shanq,ши цзи шан
实力,shi li,shih² li⁴,shyr lih,ши ли
实行,shi xing,shih² hsing²,shyr shyng,ши син
实验,shi yan,shih² yan⁴,shyr yann,ши янь
实验室,shi yan shi,shih² yan⁴ shih⁴,shyr yann shyh,ши янь ши
食品,shi pin,shih² p'in³,shyr piin,ши пинь
使,shi,shih³,shyy,ши
始终,shi zhong,shih³ chung¹,shyy jong,ши чжун
世纪,shi ji,shih⁴ chi⁴,shyh jih,ши цзи
世界,shi jie,shih⁴ chieh⁴,shyh jieh,ши цзе
世界杯,shi jie bei,shih⁴ chieh⁴ pei¹,shyh jieh bei,ши цзе бэй
市场,shi chang,shih⁴ ch'ang³,shyh chaang,ши чан
事故,shi gu,shih⁴ ku⁴,shyh guh,ши гу
事件,shi jian,shih⁴ chien⁴,shyh jiann,ши цзянь
事实,shi shi,shih⁴ shih²,shyh shyr,ши ши
事实上,shi shi shang,shih⁴ shih² shang⁴,shyh shyr shanq,ши ши шан
事业,shi ye,shih⁴ yeh⁴,shyh yeh,ши е
试题,shi ti,shih⁴ t'i²,shyh tyi,ши ти
试验,shi yan,shih⁴ yan⁴,shyh yann,ши янь
适合,shi he,shih⁴ ho²,shyh her,ши хэ
适应,shi ying,shih⁴ ying⁴,shyh yinq,ши ин
适用,shi yong,shih⁴ yung⁴,shyh yonq,ши юн
室,shi,shih⁴,shyh,ши
收费,shou fei,shou¹ fei⁴,shou fey,шоу фэй
收看,shou kan,shou¹ k'an⁴,shou kann,шоу кань
收听,shou ting,shou¹ t'ing¹,shou ting,шоу тин
收音机,shou yin ji,shou¹ yin¹ chi¹,shou in ji,шоу инь цзи
手续,shou xu,shou³ hsü⁴,shoou shiuh,шоу сюй
手指,shou zhi,shou³ chih³,shoou jyy,шоу чжи
首都,shou du,shou³ tu¹,shoou du,шоу ду
首先,shou xian,shou³ hsien¹,shoou shian,шоу сянь
受,shou,shou⁴,show,шоу
受伤,shou shang,shou⁴ shang¹,show shang,шоу шан
书架,shu jia,shu¹ chia⁴,shu jiah,шу цзя
输,shu,shu¹,shu,шу
输入,shu ru,shu¹ ju⁴,shu ruh,шу жу
熟人,shu ren,shu² jen²,shwu ren,шу жэнь
属,shu,shu³,shuu,шу
属于,shu yu,shu³ yü²,shuu yu,шу юй
束,shu,shu⁴,shuh,шу
数量,shu liang,shu⁴ liang⁴,shuh lianq,шу лян
双,shuang,shuang¹,shuang,шуан
双方,shuang fang,shuang¹ fang¹,shuang fang,шуан фан
思想,si xiang,ssu¹ hsiang³,sy sheang,сы сян
死,si,ssu³,syy,сы
速度,su du,su⁴ tu⁴,suh duh,су ду
随,sui,sui²,swei,суй
所,suo,so³,suoo,со
台,tai,t'ai²,tair,тай
谈,tan,t'an²,tarn,тань
谈话,tan hua,t'an² hua⁴,tarn huah,тань хуа
谈判,tan pan,t'an² p'an⁴,tarn pann,тань пань
汤,tang,t'ang¹,tang,тан
糖,tang,t'ang²,tarng,тан
特色,te se,t'e⁴ se⁴,teh seh,тэ сэ
提前,ti qian,t'i² ch'ien²,tyi chyan,ти цянь
提问,ti wen,t'i² wen⁴,tyi wenn,ти вэнь
题目,ti mu,t'i² mu⁴,tyi muh,ти му
体会,ti hui,t'i³ hui⁴,tii huey,ти хуэй
体现,ti xian,t'i³ hsien⁴,tii shiann,ти сянь
体验,ti yan,t'i³ yan⁴,tii yann,ти янь
天空,tian kong,t'ien¹ k'ung¹,tian kong,тянь кун
甜,tian,t'ien²,tyan,тянь
调,diao,t'iao²,tyau,дяо
调整,diao zheng,t'iao² cheng³,tyau jeeng,дяо чжэн
跳,tiao,t'iao⁴,tiaw,тяо
跳高,tiao gao,t'iao⁴ kao¹,tiaw gau,тяо гао
跳舞,tiao wu,t'iao⁴ wu³,tiaw wuu,тяо у
跳远,tiao yuan,t'iao⁴ yüan³,tiaw yeuan,тяо юань
铁,tie,t'ieh³,tiee,те
铁路,tie lu,t'ieh³ lu⁴,tiee luh,те лу
听力,ting li,t'ing¹ li⁴,ting lih,тин ли
听众,ting zhong,t'ing¹ chung⁴,ting jonq,тин чжун
停止,ting zhi,t'ing² chih³,tyng jyy,тин чжи
通常,tong chang,t'ung¹ ch'ang²,tong charng,тун чан
通信,tong xin,t'ung¹ hsin⁴,tong shinn,тун синь
同意,tong yi,t'ung² i⁴,torng yih,тун и
痛,tong,t'ung⁴,tonq,тун
痛苦,tong ku,t'ung⁴ k'u³,tonq kuu,тун ку
头,tou,t'ou²,tour,тоу
头脑,tou nao,t'ou² nao³,tour nao,тоу нао
突出,tu chu,t'u¹ ch'u¹,tu chu,ту чу
突然,tu ran,t'u¹ jan²,tu ran,ту жань
图,tu,t'u²,twu,ту
图画,tu hua,t'u² hua⁴,twu huah,ту хуа
土,tu,t'u³,tuu,ту
团,tuan,t'uan²,twan,туань
团结,tuan jie,t'uan² chieh²,twan jye,туань цзе
团体,tuan ti,t'uan² t'i³,twan tii,туань ти
推动,tui dong,t'ui¹ tung⁴,tuei donq,туй дун
推广,tui guang,t'ui¹ kuang³,tuei goang,туй гуан
推进,tui jin,t'ui¹ chin⁴,tuei jinn,туй цзинь
推开,tui kai,t'ui¹ k'ai¹,tuei kai,туй кай
退,tui,t'ui⁴,tuey,туй
退出,tui chu,t'ui⁴ ch'u¹,tuey chu,туй чу
退休,tui xiu,t'ui⁴ hsiu¹,tuey shiou,туй сю
外交,wai jiao,wai⁴ chiao¹,way jiau,вай цзяо
外面,wai mian,wai⁴ mien⁴,way miann,вай мянь
外文,wai wen,wai⁴ wen²,way wen,вай вэнь
完美,wan mei,wan² mei³,wan meei,вань мэй
完善,wan shan,wan² shan⁴,wan shann,вань шань
完整,wan zheng,wan² cheng³,wan jeeng,вань чжэн
玩具,wan ju,wan² chü⁴,wan jiuh,вань цзюй
往往,wang wang,wang³ wang³,woang woang,ван ван
危害,wei hai,wei¹ hai⁴,uei hay,вэй хай
危险,wei xian,wei¹ hsien³,uei shean,вэй сянь
为,wei,wei²,wei,вэй
为,wei,wei⁴,wey,вэй
围,wei,wei²,wei,вэй
伟大,wei da,wei³ ta⁴,woei dah,вэй да
卫生,wei sheng,wei⁴ sheng¹,wey sheng,вэй шэн
卫生间,wei sheng jian,wei⁴ sheng¹ chien¹,wey sheng jian,вэй шэн цзянь
为了,wei le,wei⁴ le,wey le,вэй лэ
温暖,wen nuan,wen¹ nuan³,uen noan,вэнь нуань
文化,wen hua,wen² hua⁴,wen huah,вэнь хуа
文件,wen jian,wen² chien⁴,wen jiann,вэнь цзянь
文明,wen ming,wen² ming²,wen ming,вэнь мин
文学,wen xue,wen² hsüeh²,wen shyue,вэнь сюэ
文章,wen zhang,wen² chang¹,wen jang,вэнь чжан
文字,wen zi,wen² tzu⁴,wen tzyh,вэнь цзы
握手,wo shou,wo⁴ shou³,woh shoou,во шоу
屋子,wu zi,wu¹ zi,u zi,у цзы
武器,wu qi,wu³ ch'i⁴,wuu chih,у ци
武术,wu zhu,wu³ shu⁴,wuu shuh,у чжу
舞台,wu tai,wu³ t'ai²,wuu tair,у тай
西部,xi bu,hsi¹ pu⁴,shi buh,си бу
希望,xi wang,hsi¹ wang⁴,shi wanq,си ван
系,xi,hsi⁴,shih,си
下面,xia mian,hsia⁴ mien⁴,shiah miann,ся мянь
下去,xia qu,hsia⁴ ch'ü⁴,shiah chiuh,ся цюй
先进,xian jin,hsien¹ chin⁴,shian jinn,сянь цзинь
显得,xian de,hsien³ de,shean de,сянь дэ
显然,xian ran,hsien³ jan²,shean ran,сянь жань
显示,xian shi,hsien³ shih⁴,shean shyh,сянь ши
现场,xian chang,hsien⁴ ch'ang³,shiann chaang,сянь чан
现代,xian dai,hsien⁴ tai⁴,shiann day,сянь дай
现金,xian jin,hsien⁴ chin¹,shiann jin,сянь цзинь
现实,xian shi,hsien⁴ shih²,shiann shyr,сянь ши
现象,xian xiang,hsien⁴ hsiang⁴,shiann shianq,сянь сян
线,xian,hsien⁴,shiann,сянь
相比,xiang bi,hsiang¹ pi³,shiang bii,сян би
相当,xiang dang,hsiang¹ tang¹,shiang dang,сян дан
相关,xiang guan,hsiang¹ kuan¹,shiang guan,сян гуань
相互,xiang hu,hsiang¹ hu⁴,shiang huh,сян ху
相似,xiang si,hsiang¹ ssu⁴,shiang syh,сян сы
香,xiang,hsiang¹,shiang,сян
香蕉,xiang jiao,hsiang¹ chiao¹,shiang jiau,сян цзяо
消费,xiao fei,hsiao¹ fei⁴,shiau fey,сяо фэй
消失,xiao shi,hsiao¹ shih¹,shiau shy,сяо ши
消息,xiao xi,hsiao¹ xi,shiau xi,сяо си
效果,xiao guo,hsiao⁴ kuo³,shiaw guoo,сяо го
写作,xie zuo,hsieh³ tso⁴,shiee tzuoh,се цзо
血,xie,hsüeh⁴,shiueh,се
心,xin,hsin¹,shin,синь
信,xin,hsin⁴,shinn,синь
信封,xin feng,hsin⁴ feng¹,shinn feng,синь фэн
信任,xin ren,hsin⁴ jen⁴,shinn renn,синь жэнь
形成,xing cheng,hsing² ch'eng²,shyng cherng,син чэн
形式,xing shi,hsing² shih⁴,shyng shyh,син ши
形象,xing xiang,hsing² hsiang⁴,shyng shianq,син сян
形状,xing zhuang,hsing² chuang⁴,shyng juanq,син чжуан
幸福,xing fu,hsing⁴ fu²,shinq fwu,син фу
幸运,xing yun,hsing⁴ yün⁴,shinq yunn,син юнь
性,xing,hsing⁴,shinq,син
性别,xing bie,hsing⁴ pieh²,shinq bye,син бе
性格,xing ge,hsing⁴ ko²,shinq ger,син гэ
修,xiu,hsiu¹,shiou,сю
修改,xiu gai,hsiu¹ kai³,shiou gae,сю гай
需求,xu qiu,hsü¹ ch'iu²,shiu chyou,сюй цю
需要,xu yao,hsü¹ yao⁴,shiu yaw,сюй яо
宣布,xuan bu,hsüan¹ pu⁴,shiuan buh,сюань бу
宣传,xuan chuan,hsüan¹ ch'uan²,shiuan chwan,сюань чуань
选手,xuan shou,hsüan³ shou³,sheuan shoou,сюань шоу
学费,xue fei,hsüeh² fei⁴,shyue fey,сюэ фэй
训练,xun lian,hsün⁴ lien⁴,shiunn liann,сюнь лянь
压,ya,ya¹,ia,я
压力,ya li,ya¹ li⁴,ia lih,я ли
烟,yan,yan¹,ian,янь
眼前,yan qian,yan³ ch'ien²,yean chyan,янь цянь
演,yan,yan³,yean,янь
演唱,yan chang,yan³ ch'ang⁴,yean chanq,янь чан
演唱会,yan chang hui,yan³ ch'ang⁴ hui⁴,yean chanq huey,янь чан хуэй
演出,yan chu,yan³ ch'u¹,yean chu,янь чу
演员,yan yuan,yan³ yüan²,yean yuan,янь юань
羊,yang,yang²,yang,ян
阳光,yang guang,yang² kuang¹,yang guang,ян гуан
要是,yao shi,yao⁴ shi,yaw shi,яо ши
衣架,yi jia,i¹ chia⁴,i jiah,и цзя
已,yi,i³,yii,и
以来,yi lai,i³ lai²,yii lai,и лай
艺术,yi zhu,i⁴ shu⁴,yih shuh,и чжу
意外,yi wai,i⁴ wai⁴,yih way,и вай
意义,yi yi,i⁴ i⁴,yih yih,и и
因此,yin ci,yin¹ tz'u³,in tsyy,инь цы
银,yin,yin²,yn,инь
银牌,yin pai,yin² p'ai²,yn pair,инь пай
印象,yin xiang,yin⁴ hsiang⁴,yinn shianq,инь сян
应当,ying dang,ying¹ tang¹,ing dang,ин дан
迎接,ying jie,ying² chieh¹,yng jie,ин цзе
营养,ying yang,ying² yang³,yng yeang,ин ян
赢,ying,ying²,yng,ин
影视,ying shi,ying³ shih⁴,yiing shyh,ин ши
应用,ying yong,ying⁴ yung⁴,yinq yonq,ин юн
优点,you dian,yu¹ tien³,iou dean,ю дянь
优势,you shi,yu¹ shih⁴,iou shyh,ю ши
由,you,yu²,you,ю
由于,you yu,yu² yü²,you yu,ю юй
邮件,you jian,yu² chien⁴,you jiann,ю цзянь
邮票,you piao,yu² p'iao⁴,you piaw,ю пяо
邮箱,you xiang,yu² hsiang¹,you shiang,ю сян
游,you,yu²,you,ю
游戏,you xi,yu² hsi⁴,you shih,ю си
游泳,you yong,yu² yung³,you yeong,ю юн
有的是,you de shi,yu³ de shih⁴,yeou de shyh,ю дэ ши
有利,you li,yu³ li⁴,yeou lih,ю ли
有效,you xiao,yu³ hsiao⁴,yeou shiaw,ю сяо
预报,yu bao,yü⁴ pao⁴,yuh baw,юй бао
预防,yu fang,yü⁴ fang²,yuh farng,юй фан
预计,yu ji,yü⁴ chi⁴,yuh jih,юй цзи
预习,yu xi,yü⁴ hsi²,yuh shyi,юй си
员,yuan,yüan²,yuan,юань
员工,yuan gong,yüan² kung¹,yuan gong,юань гун
愿望,yuan wang,yüan⁴ wang⁴,yuann wanq,юань ван
约,yue,yüeh¹,iue,юэ
乐队,le dui,yüeh⁴ tui⁴,yueh duey,лэ дуй
运输,yun shu,yün⁴ shu¹,yunn shu,юнь шу
杂志,za zhi,tsa² chih⁴,tzar jyh,цза чжи
早已,zao yi,tsao³ i³,tzao yii,цзао и
造,zao,tsao⁴,tzaw,цзао
造成,zao cheng,tsao⁴ ch'eng²,tzaw cherng,цзао чэн
责任,ze ren,tse² jen⁴,tzer renn,цзэ жэнь
增加,zeng jia,tseng¹ chia¹,tzeng jia,цзэн цзя
增长,zeng chang,tseng¹ chang³,tzeng jaang,цзэн чан
展开,zhan kai,chan³ k'ai¹,jaan kai,чжань кай
张,zhang,chang¹,jang,чжан
照,zhao,chao⁴,jaw,чжао
者,zhe,che³,jee,чжэ
真实,zhen shi,chen¹ shih²,jen shyr,чжэнь ши
争,zheng,cheng¹,jeng,чжэн
争取,zheng qu,cheng¹ ch'ü³,jeng cheu,чжэн цюй
整,zheng,cheng³,jeeng,чжэн
整个,zheng ge,cheng³ ko⁴,jeeng geh,чжэн гэ
整理,zheng li,cheng³ li³,jeeng lii,чжэн ли
整齐,zheng qi,cheng³ ch'i²,jeeng chyi,чжэн ци
整体,zheng ti,cheng³ t'i³,jeeng tii,чжэн ти
整天,zheng tian,cheng³ t'ien¹,jeeng tian,чжэн тянь
整整,zheng zheng,cheng³ cheng³,jeeng jeeng,чжэн чжэн
正,zheng,cheng⁴,jenq,чжэн
正式,zheng shi,cheng⁴ shih⁴,jenq shyh,чжэн ши
证,zheng,cheng⁴,jenq,чжэн
证件,zheng jian,cheng⁴ chien⁴,jenq jiann,чжэн цзянь
证据,zheng ju,cheng⁴ chü⁴,jenq jiuh,чжэн цзюй
证明,zheng ming,cheng⁴ ming²,jenq ming,чжэн мин
支,zhi,chih¹,jy,чжи
支持,zhi chi,chih¹ ch'ih²,jy chyr,чжи чи
支付,zhi fu,chih¹ fu⁴,jy fuh,чжи фу
只,zhi,chih¹,jy,чжи
直,zhi,chih²,jyr,чжи
直播,zhi bo,chih² po¹,jyr bo,чжи бо
直到,zhi dao,chih² tao⁴,jyr daw,чжи дао
值,zhi,chih²,jyr,чжи
值得,zhi de,chih² de,jyr de,чжи дэ
职工,zhi gong,chih² kung¹,jyr gong,чжи гун
职业,zhi ye,chih² yeh⁴,jyr yeh,чжи е
只好,zhi hao,chih³ hao³,jyy hao,чжи хао
只是,zhi shi,chih³ shih⁴,jyy shyh,чжи ши
只有,zhi you,chih³ yu³,jyy yeou,чжи ю
指,zhi,chih³,jyy,чжи
指出,zhi chu,chih³ ch'u¹,jyy chu,чжи чу
指导,zhi dao,chih³ tao³,jyy dao,чжи дао
至今,zhi jin,chih⁴ chin¹,jyh jin,чжи цзинь
至少,zhi shao,chih⁴ shao³,jyh shao,чжи шао
志愿,zhi yuan,chih⁴ yüan⁴,jyh yuann,чжи юань
志愿者,zhi yuan zhe,chih⁴ yüan⁴ che³,jyh yuann jee,чжи юань чжэ
制定,zhi ding,chih⁴ ting⁴,jyh dinq,чжи дин
制度,zhi du,chih⁴ tu⁴,jyh duh,чжи ду
制造,zhi zao,chih⁴ tsao⁴,jyh tzaw,чжи цзао
制作,zhi zuo,chih⁴ tso⁴,jyh tzuoh,чжи цзо
中部,zhong bu,chung¹ pu⁴,jong buh,чжун бу
中华民族,zhong hua min zu,chung¹ hua² min² tsu²,jong hwa min tzwu,чжун хуа минь цзу
终于,zhong yu,chung¹ yü²,jong yu,чжун юй
钟,zhong,chung¹,jong,чжун
种,zhong,chung³,joong,чжун
种子,zhong zi,chung³ zi,joong zi,чжун цзы
重大,zhong da,chung⁴ ta⁴,jonq dah,чжун да
周围,zhou wei,chou¹ wei²,jou wei,чжоу вэй
猪,zhu,chu¹,ju,чжу
主持,zhu chi,chu³ ch'ih²,juu chyr,чжу чи
主动,zhu dong,chu³ tung⁴,juu donq,чжу дун
主任,zhu ren,chu³ jen⁴,juu renn,чжу жэнь
主意,zhu yi,chu³ yi,juu yi,чжу и
主张,zhu zhang,chu³ chang¹,juu jang,чжу чжан
注意,zhu yi,chu⁴ i⁴,juh yih,чжу и
祝,zhu,chu⁴,juh,чжу
抓,zhua,chua¹,jua,чжуа
抓住,zhua zhu,chua¹ chu⁴,jua juh,чжуа чжу
专家,zhuan jia,chuan¹ chia¹,juan jia,чжуань цзя
专门,zhuan men,chuan¹ men²,juan men,чжуань мэнь
专题,zhuan ti,chuan¹ t'i²,juan tyi,чжуань ти
