Pinyin,Wade-Giles,Romatzyh
ченгxин,ченгхсин,чернгшинн
ченгдан,ченгтан,чернгдан
ченгрен,ченгйен,чернгренн
ченгшоу,ченгшоу,чернгшоуо
ченгxу,ченгхсу,чернгшиух
чийинг,чихчинг,чыйинг
чидао,чихтао,чырдауо
чизи,чихзи,чыызи
чонг,чунг,чонг
чонгдиан,чунгтиен,чонгдианн
чонгдианки,чунгтиенчи,чонгдианнчих
чонгфен,чунгфен,чонгфенн
чонгзи,чунгзи,чорнгзи
чоу,чоу,чоу
чоуйианг,чоучианг,чоуйеанг
чоуыан,чоуыан,чоуиан
чукоу,чукоу,чукооу
чусе,чусе,чусех
чушоу,чушоу,чушоуо
чуxи,чухси,чушыи
чуыу,чуыу,чууыу
чу,чу,чуу
чуантонг,чуантунг,чуоантоонг
чуангху,чуангху,чуангху
чуангтаи,чуангтаи,чуангтаир
чуангзи,чуангзи,чуангзи
чунйи,чунчи,чуенйих
чун,чун,чуоен
чунйингшуи,чунчингшуи,чуоенйинкшоеи
цихуи,тзухуи,цырхуеы
ци,тзу,цыы
циуоаи,тзууоаи,цыыуоаы
ци,тзу,цых
ци,тзу,цых
цийи,тзучи,цыхйи
цонгци,цунгтзу,цорнгцыы
цу,цу,цу
цуxин,цухсин,цушин
цуйин,цучин,цухйинн
цуши,цуших,цухшыы
цуxиао,цухсиао,цухшиау
цуоши,цоших,цуохшы
да’ан,таан,даранн
дабаи,тапаи,даабаы
далеи,талеи,даалеи
дасао,тасао,даасао
даже,таче,даайер
дажен,тачен,даайен
даба,тапа,дахба
дадуо,тато,дахдуо
даге,тако,дахге
дагуимо,такуеимо,дахгуеимо
дахуи,тахуи,даххуеы
дайие,тачиех,дахйиее
далоу,талоу,дахлоу
далу,талу,дахлух
дама,тама,дахмха
даxинг,тахсинг,дахшынг
дажонг,тачунг,дахйонк
даити,таити,даытих
даиыу,таиыу,даыыух
даи,таи,даы
даи,таи,даы
данбао,танпао,данбао
данрен,танйен,данренн
данxин,танхсин,даншин
дан,тан,дан
данчун,танчун,данчуоен
дандиао,тантиао,дандиауо
данду,танту,дандуоу
дан,тан,данн
даоыоу,таоыу,даоыоу
даожи,таочих,даойых
даоби,таопи,даобих
даоче,таоче,даоче
деыи,теи,дерыих
денггуанг,тенгкуанг,денггуанг
денг,тенг,денг
денгйи,тенгчи,денгйих
денглу,тенглу,денглух
денгшан,тенгшан,денгшан
дикуе,тичуех,дыичиуех
дирен,тийен,дыирен
димиан,тимиен,дихмианн
диуоеи,тиуоеи,дихуоеы
диxиа,тихсиа,дихшиах
дижи,тичих,дихйыы
дианxинг,тиенхсинг,деаншынг
дианминг,тиенминг,деанминг
дианденг,тиентенг,дианнденг
диандонгче,диандонгче,диандонгче
дианти,тиенти,дианнти
дианыуан,тиеныуан,дианныуан
динг,тинг,диинг
динг,тинг,динк
донгйи,тунгчи,донгйих
донгхуапиан,тунгхуапиен,донкхуахпианн
донгыао,тунгыао,донкыау
доуфу,тоуфу,доуофу
дули,тули,дуоулих
дуте,туте,дуоутех
дузи,тутзу,дуоутзых
ду,ту,дуу
дуче,туче,дууче
дузи,тузи,духзи
дугуо,тукуо,духгуох
дуанлиан,туанлиен,дуаннлианн
дуиби,туипи,дуеыбии
дуифу,туифу,дуеыфу
дуиыу,туиыу,дуеыыу
дуоци,тотзу,дуоцых
дуониан,тониен,дуониан
дуоыанг,тоыанг,дуоыанк
дуожонг,точунг,дуойоонг
ертонг,ерхтунг,ерлторнг
ер,ерх,ерл
ерши,ерхших,ерлшых
ерйи,ерхчи,еелйи
ершоу,ерхшоу,еллшооу
фахуи,фахуи,фахуеи
фапиао,фапиао,фапиауо
фашао,фашао,фашау
фа,фа,фаа
фагуан,факуан,фаагуан
фаыуан,фаыуан,фааыуанн
фан,фан,фан
фаныи,фани,фаныих
фан,фан,фарн
фан,фан,фаан
фан’ер,фанерх,фаанерл
фаныинг,фаныинг,фааныинк
фанг,фанг,фанг
фанг’ан,фанган,фанганн
фангжен,фангчен,фангйен
фангсонг,фангсунг,фанксонг
феи,феи,феи
феи,феи,феир
фенбу,фенпу,фенбух
фенсан,фенсан,фенсанн
феншоу,феншоу,феншооу
фенуоеи,фенуоеи,фенуоеи
…фенжи…,…фенчих…,…фенйы…
фенфен,фенфен,фенфен
фендоу,фентоу,фенндоуо
фенгге,фенгко,фенггер
фенгйинг,фенгчинг,фенгйиинг
фенгсу,фенгсу,фенгсуоу
фенгби,фенгпи,фенгбих
фоузе,фоуце,фооутзер
фуфу,фуфу,фуфух
фуки,фучи,фучи
фухао,фухао,фуоухауо
фухе,фухо,фуоухер
фучу,фучу,фухчу
фудан,футан,фухдан
фуйин,фучин,фухйинн
фужи,фучих,фухйых
гаишан,каишан,гаешанн
гаиженг,каиченг,гаейенк
гаи,каи,гаы
гаикуо,каикуо,гаыкуох
ганxингку,канхсингчу,гааншинкчиух
гаочао,каочао,гаучаур
гаойиа,каочиа,гауйиах
гаошанг,каошанг,гаушанк
гаотие,каотиех,гаутиее
геуоаи,коуоаи,геруоаы
ге,ко,гер
гекаи,кокаи,геркаи
гебие,копиех,гехбые
гети,коти,гехтии
геге,коко,гехгех
ген,кен,ген
геню,кенчу,генйиух
гонгченг,кунгченг,гонгчернг
гонгыуан,кунгыуан,гонгыуан
гонгыинг,кунгыинг,гонгыинк
гонг,кунг,гонк
гоученг,коученг,гоуочернг
гоузао,коуцао,гоуотзауо
гоумаи,коумаи,гоуомае
гоууоу,коууоу,гоуоуоух
гутоу,кутоу,гуутоу
гудинг,кутинг,гухдинк
гуа,куа,гуа
гуаи,куаи,гуаы
гуан,куан,гуан
гуанби,куанпи,гуанбих
гуаныу,куаныу,гуаныу
гуан,куан,гуан
гуанфанг,куанфанг,гуанфанг
гуанглин,куанглин,гуанглин
гуангпан,куангпан,гуангпарн
гуанг,куанг,гуанк
гуи,куеи,гуеи
гуимо,куеимо,гуеимо
гуизе,куеице,гуеитзер
гуоши,куоших,гуоошыр
гуофен,куофен,гуохфенн
хаишуи,хаишуи,хаешоеи
хаиxиан,хаихсиен,хаешиан
хан,хан,харн
ханлианг,ханлианг,харнлианк
ханыи,хани,харныих
ханыоу,ханыу,харныеоу
ханйиа,ханчиа,харнйиах
ханленг,ханленг,харнлеенг
хангые,хангыех,харнгыех
хангбан,хангпан,харнгбан
хангконг,хангкунг,харнгконг
хаоми,хаоми,хаурмии
хаошенг,хаошенг,хауршенг
хаоыоу,хаоыу,хаоыеоу
хаома,хаома,хауомаа
хао,хао,хао
хетонг,хотонг,хертонг
хеиан,хеиан,хеианн
хонгбао,хунгпао,хорнгбау
хоутоу,хоутоу,хоуотоу
хоу,хоу,хоуо
хуxи,хухси,хуши
хуши,хуших,хушых
ху,ху,хух
хуши,хуши,хухши
хуа,хуа,хуа
хуа,хуа,хуоа
хуа,хуа,хуах
хуаиниан,хуаиниен,хуоаинианн
хуаиыи,хуаии,хуоаиыи
хуанйие,хуанчиех,хоанйиее
хуанггуа,хуангкуа,хуоанггуа
хуангйин,хуангчин,хуоангйин
хуифу,хуифу,хуоеифух
хуи,хуи,хуеы
хуибао,хуипао,хуеыбауо
хунли,хунли,хуенлии
хуо,хуо,хуоо
хуо,хуо,хуоо
хуобан,хуопан,хуообанн
хуоxу,хуохсу,хуохшеу
хуо,хуо,хуох
хуо,хуо,хуох
хуоде,хуоте,хуохдер
хуойианг,хуочианг,хуохйеанг
хуоку,хуочу,хуохчеу
йиху,чиху,йиху
йигоу,чикоу,йигоуо
йиыу,чиыу,йиыух
йилеи,чилеи,йилееи
йидонг,читунг,йидонк
йилие,чилиех,йилиех
йиге,чико,йыигер
йи,чи,йыи
йики,чичи,йыичыи
йийианг,чичианг,йыийианг
йиманг,чиманг,йыиманг
йихе,чихо,йыихер
йизаи,чицаи,йихтзае
йикиао,чичиао,йихчеау
