Chinese,Pinyin,Wade-Giles,Romatzyh,Palladiy
谈判,тан пан,тан  пан ,тарн панн,тань пань
汤,танг,танг ,танг,тан
糖,танг,танг ,тарнг,тан
特色,те се,те  се ,тех сех,тэ сэ
提前,ти киан,ти  чиен ,тыи чыан,ти цянь
提问,ти воен,ти  воен ,тыи военн,ти вэнь
题目,ти му,ти  му ,тыи мух,ти му
体会,ти хуи,ти  хуи ,тии хуеы,ти хуэй
体现,ти xиан,ти  хсиен ,тии шианн,ти сянь
体验,ти ыан,ти  ыан ,тии ыанн,ти янь
天空,тиан конг,тиен  кунг ,тиан конг,тянь кун
甜,тиан,тиен ,тыан,тянь
调,диао,тиао ,тыау,дяо
调整,диао женг,тиао  ченг ,тыау йеенг,дяо чжэн
跳,тиао,тиао ,тиаво,тяо
跳高,тиао гао,тиао  као ,тиаво гау,тяо гао
跳舞,тиао воу,тиао  воу ,тиаво воуу,тяо у
跳远,тиао ыуан,тиао  ыуан ,тиаво ыеуан,тяо юань
铁,тие,тиех ,тиее,те
铁路,тие лу,тиех  лу ,тиее лух,те лу
听力,тинг ли,тинг  ли ,тинг лих,тин ли
听众,тинг жонг,тинг  чунг ,тинг йонк,тин чжун
停止,тинг жи,тинг  чих ,тынг йыы,тин чжи
通常,тонг чанг,тунг  чанг ,тонг чарнг,тун чан
通信,тонг xин,тунг  хсин ,тонг шинн,тун синь
同意,тонг ыи,тунг  и ,торнг ыих,тун и
痛,тонг,тунг ,тонк,тун
痛苦,тонг ку,тунг  ку ,тонк куу,тун ку
头,тоу,тоу ,тоур,тоу
头脑,тоу нао,тоу  нао ,тоур нао,тоу нао
突出,ту чу,ту  чу ,ту чу,ту чу
突然,ту ран,ту  ян ,ту ран,ту жань
图,ту,ту ,твоу,ту
图画,ту хуа,ту  хуа ,твоу хуах,ту хуа
土,ту,ту ,туу,ту
团,туан,туан ,твоан,туань
团结,туан йие,туан  чиех ,твоан йые,туань цзе
团体,туан ти,туан  ти ,твоан тии,туань ти
推动,туи донг,туи  тунг ,туеи донк,туй дун
推广,туи гуанг,туи  куанг ,туеи гоанг,туй гуан
推进,туи йин,туи  чин ,туеи йинн,туй цзинь
推开,туи каи,туи  каи ,туеи каи,туй кай
退,туи,туи ,туеы,туй
退出,туи чу,туи  чу ,туеы чу,туй чу
退休,туи xиу,туи  хсиу ,туеы шиоу,туй сю
外交,воаи йиао,воаи  чиао ,воаы йиау,вай цзяо
外面,воаи миан,воаи  миен ,воаы мианн,вай мянь
外文,воаи воен,воаи  воен ,воаы воен,вай вэнь
完美,воан меи,воан  меи ,воан мееи,вань мэй
完善,воан шан,воан  шан ,воан шанн,вань шань
完整,воан женг,воан  ченг ,воан йеенг,вань чжэн
玩具,воан ю,воан  чу ,воан йиух,вань цзюй
往往,воанг воанг,воанг  воанг ,вооанг вооанг,ван ван
危害,воеи хаи,воеи  хаи ,уеи хаы,вэй хай
危险,воеи xиан,воеи  хсиен ,уеи шеан,вэй сянь
为,воеи,воеи ,воеи,вэй
为,воеи,воеи ,воеы,вэй
围,воеи,воеи ,воеи,вэй
伟大,воеи да,воеи  та ,вооеи дах,вэй да
卫生,воеи шенг,воеи  шенг ,воеы шенг,вэй шэн
卫生间,воеи шенг йиан,воеи  шенг  чиен ,воеы шенг йиан,вэй шэн цзянь
为了,воеи ле,воеи  ле,воеы ле,вэй лэ
温暖,воен нуан,воен  нуан ,уен ноан,вэнь нуань
文化,воен хуа,воен  хуа ,воен хуах,вэнь хуа
文件,воен йиан,воен  чиен ,воен йианн,вэнь цзянь
文明,воен минг,воен  минг ,воен минг,вэнь мин
文学,воен xуе,воен  хсуех ,воен шыуе,вэнь сюэ
文章,воен жанг,воен  чанг ,воен янг,вэнь чжан
文字,воен зи,воен  тзу ,воен тзых,вэнь цзы
握手,воо шоу,воо  шоу ,воох шооу,во шоу
屋子,воу зи,воу  зи,у зи,у цзы
武器,воу ки,воу  чи ,воуу чих,у ци
武术,воу жу,воу  шу ,воуу шух,у чжу
舞台,воу таи,воу  таи ,воуу таир,у тай
西部,xи бу,хси  пу ,ши бух,си бу
希望,xи воанг,хси  воанг ,ши воанк,си ван
系,xи,хси ,ших,си
下面,xиа миан,хсиа  миен ,шиах мианн,ся мянь
下去,xиа ку,хсиа  чу ,шиах чиух,ся цюй
先进,xиан йин,хсиен  чин ,шиан йинн,сянь цзинь
显得,xиан де,хсиен  де,шеан де,сянь дэ
显然,xиан ран,хсиен  ян ,шеан ран,сянь жань
显示,xиан ши,хсиен  ших ,шеан шых,сянь ши
现场,xиан чанг,хсиен  чанг ,шианн чаанг,сянь чан
现代,xиан даи,хсиен  таи ,шианн даы,сянь дай
现金,xиан йин,хсиен  чин ,шианн йин,сянь цзинь
现实,xиан ши,хсиен  ших ,шианн шыр,сянь ши
现象,xиан xианг,хсиен  хсианг ,шианн шианк,сянь сян
线,xиан,хсиен ,шианн,сянь
相比,xианг би,хсианг  пи ,шианг бии,сян би
相当,xианг данг,хсианг  танг ,шианг данг,сян дан
相关,xианг гуан,хсианг  куан ,шианг гуан,сян гуань
相互,xианг ху,хсианг  ху ,шианг хух,сян ху
相似,xианг си,хсианг  ссу ,шианг сых,сян сы
香,xианг,хсианг ,шианг,сян
香蕉,xианг йиао,хсианг  чиао ,шианг йиау,сян цзяо
消费,xиао феи,хсиао  феи ,шиау феы,сяо фэй
消失,xиао ши,хсиао  ших ,шиау шы,сяо ши
消息,xиао xи,хсиао  xи,шиау xи,сяо си
效果,xиао гуо,хсиао  куо ,шиаво гуоо,сяо го
写作,xие зуо,хсиех  цо ,шиее тзуох,се цзо
血,xие,хсуех ,шиуех,се
心,xин,хсин ,шин,синь
信,xин,хсин ,шинн,синь
信封,xин фенг,хсин  фенг ,шинн фенг,синь фэн
信任,xин рен,хсин  йен ,шинн ренн,синь жэнь
形成,xинг ченг,хсинг  ченг ,шынг чернг,син чэн
形式,xинг ши,хсинг  ших ,шынг шых,син ши
形象,xинг xианг,хсинг  хсианг ,шынг шианк,син сян
形状,xинг жуанг,хсинг  чуанг ,шынг юанк,син чжуан
幸福,xинг фу,хсинг  фу ,шинк фвоу,син фу
幸运,xинг ыун,хсинг  ыун ,шинк ыунн,син юнь
性,xинг,хсинг ,шинк,син
性别,xинг бие,хсинг  пиех ,шинк бые,син бе
性格,xинг ге,хсинг  ко ,шинк гер,син гэ
修,xиу,хсиу ,шиоу,сю
修改,xиу гаи,хсиу  каи ,шиоу гае,сю гай
需求,xу киу,хсу  чиу ,шиу чыоу,сюй цю
需要,xу ыао,хсу  ыао ,шиу ыаво,сюй яо
宣布,xуан бу,хсуан  пу ,шиуан бух,сюань бу
宣传,xуан чуан,хсуан  чуан ,шиуан чвоан,сюань чуань
选手,xуан шоу,хсуан  шоу ,шеуан шооу,сюань шоу
学费,xуе феи,хсуех  феи ,шыуе феы,сюэ фэй
训练,xун лиан,хсун  лиен ,шиунн лианн,сюнь лянь
压,ыа,ыа ,иа,я
压力,ыа ли,ыа  ли ,иа лих,я ли
烟,ыан,ыан ,иан,янь
眼前,ыан киан,ыан  чиен ,ыеан чыан,янь цянь
演,ыан,ыан ,ыеан,янь
演唱,ыан чанг,ыан  чанг ,ыеан чанк,янь чан
演唱会,ыан чанг хуи,ыан  чанг  хуи ,ыеан чанк хуеы,янь чан хуэй
演出,ыан чу,ыан  чу ,ыеан чу,янь чу
演员,ыан ыуан,ыан  ыуан ,ыеан ыуан,янь юань
羊,ыанг,ыанг ,ыанг,ян
阳光,ыанг гуанг,ыанг  куанг ,ыанг гуанг,ян гуан
要是,ыао ши,ыао  ши,ыаво ши,яо ши
衣架,ыи йиа,и  чиа ,и йиах,и цзя
已,ыи,и ,ыии,и
以来,ыи лаи,и  лаи ,ыии лаи,и лай
艺术,ыи жу,и  шу ,ыих шух,и чжу
意外,ыи воаи,и  воаи ,ыих воаы,и вай
意义,ыи ыи,и  и ,ыих ыих,и и
因此,ыин ци,ыин  тзу ,ин цыы,инь цы
银,ыин,ыин ,ын,инь
银牌,ыин паи,ыин  паи ,ын паир,инь пай
印象,ыин xианг,ыин  хсианг ,ыинн шианк,инь сян
应当,ыинг данг,ыинг  танг ,инг данг,ин дан
迎接,ыинг йие,ыинг  чиех ,ынг йие,ин цзе
营养,ыинг ыанг,ыинг  ыанг ,ынг ыеанг,ин ян
赢,ыинг,ыинг ,ынг,ин
影视,ыинг ши,ыинг  ших ,ыиинг шых,ин ши
应用,ыинг ыонг,ыинг  ыунг ,ыинк ыонк,ин юн
优点,ыоу диан,ыу  тиен ,иоу деан,ю дянь
优势,ыоу ши,ыу  ших ,иоу шых,ю ши
由,ыоу,ыу ,ыоу,ю
由于,ыоу ыу,ыу  ыу ,ыоу ыу,ю юй
邮件,ыоу йиан,ыу  чиен ,ыоу йианн,ю цзянь
邮票,ыоу пиао,ыу  пиао ,ыоу пиаво,ю пяо
邮箱,ыоу xианг,ыу  хсианг ,ыоу шианг,ю сян
游,ыоу,ыу ,ыоу,ю
游戏,ыоу xи,ыу  хси ,ыоу ших,ю си
游泳,ыоу ыонг,ыу  ыунг ,ыоу ыеонг,ю юн
有的是,ыоу де ши,ыу  де ших ,ыеоу де шых,ю дэ ши
有利,ыоу ли,ыу  ли ,ыеоу лих,ю ли
有效,ыоу xиао,ыу  хсиао ,ыеоу шиаво,ю сяо
预报,ыу бао,ыу  пао ,ыух баво,юй бао
预防,ыу фанг,ыу  фанг ,ыух фарнг,юй фан
预计,ыу йи,ыу  чи ,ыух йих,юй цзи
预习,ыу xи,ыу  хси ,ыух шыи,юй си
员,ыуан,ыуан ,ыуан,юань
员工,ыуан гонг,ыуан  кунг ,ыуан гонг,юань гун
愿望,ыуан воанг,ыуан  воанг ,ыуанн воанк,юань ван
约,ыуе,ыуех ,иуе,юэ
乐队,ле дуи,ыуех  туи ,ыуех дуеы,лэ дуй
运输,ыун шу,ыун  шу ,ыунн шу,юнь шу
杂志,за жи,ца  чих ,тзар йых,цза чжи
早已,зао ыи,цао  и ,тзао ыии,цзао и
造,зао,цао ,тзаво,цзао
造成,зао ченг,цао  ченг ,тзаво чернг,цзао чэн
责任,зе рен,це  йен ,тзер ренн,цзэ жэнь
增加,зенг йиа,ценг  чиа ,тзенг йиа,цзэн цзя
增长,зенг чанг,ценг  чанг ,тзенг яанг,цзэн чан
展开,жан каи,чан  каи ,яан каи,чжань кай
张,жанг,чанг ,янг,чжан
照,жао,чао ,яво,чжао
者,же,че ,йее,чжэ
真实,жен ши,чен  ших ,йен шыр,чжэнь ши
争,женг,ченг ,йенг,чжэн
争取,женг ку,ченг  чу ,йенг чеу,чжэн цюй
整,женг,ченг ,йеенг,чжэн
整个,женг ге,ченг  ко ,йеенг гех,чжэн гэ
整理,женг ли,ченг  ли ,йеенг лии,чжэн ли
整齐,женг ки,ченг  чи ,йеенг чыи,чжэн ци
整体,женг ти,ченг  ти ,йеенг тии,чжэн ти
整天,женг тиан,ченг  тиен ,йеенг тиан,чжэн тянь
整整,женг женг,ченг  ченг ,йеенг йеенг,чжэн чжэн
正,женг,ченг ,йенк,чжэн
正式,женг ши,ченг  ших ,йенк шых,чжэн ши
证,женг,ченг ,йенк,чжэн
证件,женг йиан,ченг  чиен ,йенк йианн,чжэн цзянь
证据,женг ю,ченг  чу ,йенк йиух,чжэн цзюй
证明,женг минг,ченг  минг ,йенк минг,чжэн мин
支,жи,чих ,йы,чжи
支持,жи чи,чих  чих ,йы чыр,чжи чи
支付,жи фу,чих  фу ,йы фух,чжи фу
只,жи,чих ,йы,чжи
直,жи,чих ,йыр,чжи
直播,жи бо,чих  по ,йыр бо,чжи бо
直到,жи дао,чих  тао ,йыр даво,чжи дао
值,жи,чих ,йыр,чжи
值得,жи де,чих  де,йыр де,чжи дэ
职工,жи гонг,чих  кунг ,йыр гонг,чжи гун
